"Órgão","Sigla","Unidade","Quantidade"
"DER","DER/TRANSIÇÃO","COORDENAÇÃO DE COMPRAS","2"
"FCS","FCS/GLM/Compras","Coordenação de Compras","25"
"ESP","ESP/CCC","Coordenação de Compras e Contratos","34"
"FHEMIG","FHEMIG/CHU/GELOF/CCO","Coordenação de Compras e Contratos","96"
"FHEMIG","FHEMIG/CHU/GELOF/CCO/ACOMP","Coordenação de Compras e Contratos - Acompanhamento","7"
"CODEMIG","CODEMIG/GERAD/COLICI","Coordenação de Compras e Licitações","1"
"CODEMGE","CODEMGE/GERAD/COLICI","Coordenação de Compras e Licitações","17"
"FHEMIG","FHEMIG/HRJP/GAD/CCL/RENOVACAO","Coordenação de compras e Logística  - Renovação","122"
"FHEMIG","FHEMIG/HRJP/GAD/CCL/ALMOX","Coordenação de Compras e Logística - Almoxarifado","398"
"FHEMIG","FHEMIG/HRJP/GAD/CCL/COMPRAS","Coordenação de Compras e Logística - Compras","95"
"FHEMIG","FHEMIG/HRJP/GAD/CCL/PATRIMÔNIO","Coordenação de Compras e Logística - Patrimônio","278"
"FCS","FCS/CCD","Coordenação de Comunicação Digital","21"
"CODEMGE","CODEMGE/GICOR/CONAC","Coordenação de Conformidade, Gestão do Acesso à Informação e Correição Administrativa","58"
"SES","SES/SUBGF-SPF-DCF-CO","Coordenação de Contabilidade","113"
"IDENE","IDENE/CC","Coordenação de Contabilidade","20"
"FJP","FJP/DIREI-CCR","Coordenação de Contas Regionais - DIREI","12"
"TVMINAS","TVMINAS/CONTEÚDO","Coordenação de Conteúdo","5"
"SEJUSP","SEJUSP/COC_AGCI","Coordenação de Contrainteligência","224"
"SES","SES/GAB-ATI-NISTI-CCTI","Coordenação de Contratações de TIC","71"
"FCS","FCS/GLM/Contratos","Coordenação de Contratos","39"
"AGE","AGE/CJ/NAJ_DER_PJ _ CONTRATOS","Coordenação de Contratos e Convênios  - DER/PRC/NCC","3"
"SES","SES/SUBGF-SGDP-DRH-CCONRH","Coordenação de Contratos em Recursos Humanos","23"
"SES","SES/SUBGF-SGDP-DRH-CCONRH-ESTA","Coordenação de Contratos em Recursos Humanos -  Apoio Estágio","45"
"SES","SES/SUBGF-SGDP-DRH-CCONRH-DV","Coordenação de Contratos em Recursos Humanos - Diárias de Viagem","17"
"SES","SES/SUBGF-SGDP-DRH-CCONRH-FÉRI","Coordenação de Contratos em Recursos Humanos - Férias MGS","1"
"SES","SES/SUBGF-SGDP-DRH-CCONRH-PSS","Coordenação de Contratos em Recursos Humanos - Processo Seletivo Simplificado","247"
"SES","SES/SUBGF-SGDP-DRH-CCO-REC-EST","Coordenação de Contratos em Recursos Humanos - Recesso Estágio","1"
"SES","SES/SUBGF-SGDP-DRH-CCONRH-TELE","Coordenação de Contratos em Recursos Humanos - Teletrabalho MGS","439"
"FHEMIG","FHEMIG/DIGEPE/GPF/CCT-MGS","Coordenação de Contratos Terceirizados da MGS","41"
"FJP","FJP/CCCA_COMPRAS","Coordenação de Contratos, Convênios e Aquisições","47"
"CODEMGE","CODEMGE/GECOP/CCON","Coordenação de Contratos, Convênios e Parcerias","14"
"SES","SES/SUBASS-SCP-DCA-CREDEN","Coordenação de Credenciamento - SUBASS","135"
"UEMG","UEMG/DIAMANTINA/CODIR","Coordenação de Curso de Direito UEMG Diamantina","19"
"UEMG","UEMG/POÇOS/COPED","Coordenação de Curso de Pedagogia UEMG Poços de Caldas","30"
"UEMG","UEMG/DESIGN/COCDA","Coordenação de Curso Design de Ambientes Escola de Design","4"
"UEMG","UEMG/DESIGN/COORDM","Coordenação de Curso Design de Moda Escola de Design","3"
"UEMG","UEMG/DESIGN/COORD-CURSOS","Coordenação de Cursos Escola de Design","12"
"PCMG","PCMG/ACADEPOL/COOR.CURSOS MEAF","Coordenação de Cursos MEAF/ACADEPOL/PCMG","13"
"UNIMONTES","UNIMONTES/CEPT/COORDCURSOS","Coordenação de Cursos Próprios","109"
"UEMG","UEMG/MONLEVADE/COORDENACAO","Coordenação de Cursos UEMG João Monlevade","26"
"FCS","FCS/CDAN","Coordenação de Dança","8"
"PCMG","PCMG/BH/1DepPC/COORD DEPL","Coordenação de Delegacias de Plantão/1DepPC/BELO HORIZONTE/PCMG","35"
"FHEMIG","FHEMIG/CHU/GGP/CDES","Coordenação de Desempenho","67"
"SES","SES/SUBGF-SGDP-DPDH-CDP","Coordenação de Desenvolvimento de Pessoas","129"
"FHEMIG","FHEMIG/DIRASS/GADT/CODIH/IMAGE","Coordenação de Diagnóstico por  Imagem","20"
"UNIMONTES","UNIMONTES/CCSA/DIREITO","Coordenação de Direito","435"
"CODEMGE","CODEMGE/GEPAT/CODIN","Coordenação de Distritos Industriais","108"
"SES","SES/CDOAÇÃO","Coordenação de Doação","7"
"SES","SES/SUBGF-SILC-DLP-CDOC","Coordenação de Documentação e Arquivo","3"
"SES","SES/SUBGF-SILC-DLP-CDOC-CPAD","Coordenação de Documentação e Arquivo - Comissão Permanente de Avaliação de Documentos de Arquivo","6"
"FJP","FJP/CEAD","Coordenação de Educação a Distância","124"
"SEPLAG","SEPLAG/CET","Coordenação de Educação de Trânsito do DETRAN","30"
"ESP","ESP/CETS","Coordenação de Educação e Trabalho em Saúde","145"
"SES","SES/SUBGF-SPF-DCR-CEMRF","Coordenação de Emendas e Monitoramento de Recursos Federais","7"
"SES","SES/SUBGF-SPF-DCF-EL","Coordenação de Empenho e Liquidação","46"
"FHEMIG","FHEMIG/RT/CORDENAÇÃO ENF","Coordenação de Enfermagem","11"
"IPSEMG","IPSEMG/DEENF-QTP-COORD","Coordenação de Enfermagem da Quimioterapia","23"
"IPSEMG","IPSEMG/DEENF-BC-COORD","Coordenação de Enfermagem do Bloco Cirúrgico","58"
"IPSEMG","IPSEMG/DEENF-CTNEF-COORD","Coordenação de Enfermagem do Centro Nefrológico","319"
"IPSEMG","IPSEMG/DEENF-CTI-AD-COORD","Coordenação de Enfermagem do CTI adulto","501"
"IPSEMG","IPSEMG/DEENF-CTI-PED-COORD","Coordenação de enfermagem do CTI pediátrico","23"
"IPSEMG","IPSEMG/DEENF-HDC-COORD","Coordenação de Enfermagem do HDC","186"
"IPSEMG","IPSEMG/DEENF-SMU-COORD","Coordenação de Enfermagem do SMU","24"
"IPSEMG","IPSEMG/DEENF-UNI-10-COORD","Coordenação de Enfermagem Unidade de Internação - 10º Andar","211"
"IPSEMG","IPSEMG/DEENF-UNI-11-COORD","Coordenação de Enfermagem Unidade de Internação - 11º Andar","260"
"IPSEMG","IPSEMG/DEENF-UNI-3-COORD","Coordenação de Enfermagem Unidade de Internação - 3º Andar","227"
"IPSEMG","IPSEMG/DEENF-UNI-4-COORD","Coordenação de Enfermagem Unidade de Internação - 4º Andar","91"
"IPSEMG","IPSEMG/DEENF-UNI-5-COORD","Coordenação de Enfermagem Unidade de Internação - 5º Andar","148"
"IPSEMG","IPSEMG/DEENF-UNI-6-COORD","Coordenação de Enfermagem Unidade de Internação - 6º Andar","176"
"IPSEMG","IPSEMG/DEENF-UNI-7-COORD","Coordenação de Enfermagem Unidade de Internação - 7º Andar","120"
"IPSEMG","IPSEMG/DEENF-UNI-PSI-COORD","Coordenação de Enfermagem Unidade de Internação - Psiquiatria","4"
"FCS","FCS/CENG","Coordenação de Engenharia","2"
"CODEMGE","CODEMGE/GEPAT/COORD ENGENHARIA","Coordenação de Engenharia","61"
"SES","SES/SUBGF-SILC-DIFE-CECEL","Coordenação de Engenharia Clínica e Eletromecânica","12"
"SES","SES/SUBGF-SILC-DIFE-CECEL-CLIN","Coordenação de Engenharia Clínica e Eletromecânica - CLÍNICA","16"
"PCMG","PCMG/SIIP/DITEL/CoordEng","Coordenação de Engenharia/DITEL/SIIP/PCMG","66"
"UEMG","UEMG/DESIGN/CE","Coordenação de Estágio da Escola de Design","15"
"UEMG","UEMG/FAPPGEN/COORDESTÁGIO","Coordenação de Estágio da FAPPGEN","6"
"UNIMONTES","UNIMONTES/CCSA/DCA/ESTAGIOS","Coordenação de Estágios do curso de Administração","265"
"FCS","FCS/CEVEN","Coordenação de Eventos","8"
"SES","SES/SUBGF-SPF-DCF-ED","Coordenação de Execução de Despesa","54"
"UEMG","UEMG/MONLEVADE/COEX","Coordenação de Extensão da UEMG João Monlevade","32"
"UEMG","UEMG/ABAETE/COEXT","Coordenação de Extensão UEMG Abaeté","9"
"UEMG","UEMG/CAMPANHA/COEXT","Coordenação de Extensão UEMG Campanha","15"
"UEMG","UEMG/CARANGOLA/COEXT","Coordenação de Extensão UEMG Carangola","4"
"UEMG","UEMG/ITUIUTABA/COEXT","Coordenação de Extensão UEMG Ituiutaba","105"
"UEMG","UEMG/UBA/COEX","Coordenação de Extensão UEMG Ubá","23"
"TVMINAS","TVMINAS/EXTERNAS","Coordenação de Externas","5"
"SES","SES/SUBASS-CFT","Coordenação de Farmácia e Terapêutica","31"
"FHEMIG","FHEMIG/CHU/GGI/CFAT","Coordenação de Faturamento","518"
"UNIMONTES","UNIMONTES/CCH/FILOSOFIA","Coordenação de Filosofia","275"
"FHEMIG","FHEMIG/CHU/GELOF/CFIN","Coordenação de Finanças","82"
"FHEMIG","FHEMIG/CHU/GELOF/CFIN/EMPENHOS","Coordenação de Finanças","93"
"FHEMIG","FHEMIG/CHU/GELOF/CFIN/ORC","Coordenação de Finanças - Orçamento","20"
"SES","SES/SUBGF-SILC-DFC-CFCO","Coordenação de Formalização de Contratos","20"
"SES","SES/SUBGF-SPF-DCR-CFC","Coordenação de Formalização de Convênios","167"
"SES","SES/SUBGF-SPF-DCR-CFEE","Coordenação de Formalização de Emendas Estaduais","46"
"SES","SES/SUBR-SIR-DARPS-CFPES","Coordenação de Formalização de Políticas Estaduais de Saúde","2"
"SES","SES/SUBGF-SILC-DFC-CFTB","Coordenação de Formalização de Transferências de Bens","45"
"SES","SES/SUBGF-SILC-DFC-CFTB-MOVEIS","Coordenação de Formalização de Transferências de Bens - Móveis","138"
"FHEMIG","FHEMIG/DPAR/GIP/CFAF","Coordenação de Formalização e Apoio à Fiscalização","27"
"SES","SES/SUBGF-SGDP-DRH-CFR","Coordenação de Frequência","228"
"SES","SES/SUBGF-SGDP-DRH-CFR-AFAST","Coordenação de Frequência - Afastamentos/Reduções","46"
"SES","SES/SUBGF-SGDP-DRH-CFR-FR","Coordenação de Frequência - Férias Regulamentares","15"
"SES","SES/SUBGF-SGDP-DRH-CFR-JUDICIA","Coordenação de Frequência - Judicial","2"
"SES","SES/SUBGF-SGDP-DRH-CFR-MOV","Coordenação de Frequência - Movimentação","1"
"SES","SES/SUBGF-SGDP-DRH-CFR-TELETRA","Coordenação de Frequência - Teletrabalho","15"
"SES","SES/SUBGF-SGDP-DRH-CFR-FP","Coordenação de Frequência- Férias Prêmio","5"
"SES","SES/SUBGF-SGDP-DPDH-CGFT","Coordenação de Gestão da Força de Trabalho","80"
"SES","SES/SUBGF-SGDP-DPDH-CGFT-PS","Coordenação de Gestão da Força de Trabalho - Processo Seletivo","49"
"SES","SES/CGIFT-MOV","Coordenação de Gestão da Informação e da Força de Trabalho - Movimentação","26"
"FHEMIG","FHEMIG/HRJP/GAD/CGIF/FINANÇAS","Coordenação de Gestão da Informação e Finanças - Finanças","140"
"FHEMIG","FHEMIG/HRJP/GAD/CGIF/GI","Coordenação de Gestão da Informação e Finanças - Gestão da Informação","126"
"SES","SES/SUBRAS-SPAH-DAHUE-CGPAH","Coordenação de Gestão da Política de Atenção Hospitalar","71"
"SES","SES/SUBVS-SVS-CGQ","Coordenação de Gestão da Qualidade","13"
"IPSEMG","IPSEMG/AGAC-CGR","Coordenação de Gestão das Unidades Regionais","57"
"IPSEMG","IPSEMG/AGAC-CGA","Coordenação de Gestão de Atendimento","24"
"IPSEMG","IPSEMG/AGAC-CGC","Coordenação de Gestão de Cadastro","16"
"SES","SES/SUBGF-SILC-DLP-CGCL","Coordenação de Gestão de Contratos de Logística","21"
"SES","SES/SUBGF-SILC-DLP-CGCL-PA","Coordenação de Gestão de Contratos de Logística","37"
"SES","SES/SUBGF-SILC-DLP-CGCL-LIF","Coordenação de Gestão de Contratos de Logística - Levantamento de Irregularidades de Fornecedores","43"
"SES","SES/SUBRAS-SPAH-DAHUE-CGCIH","Coordenação de Gestão de Cuidados Intensivos Hospitalares","66"
"FHEMIG","FHEMIG/DPGF/GEIP/CGIGA","Coordenação de Gestão de Imóveis e Gerenciamento Ambiental","37"
"FHEMIG","FHEMIG/DPGF/GEIP/CGIGA/IMOVEIS","Coordenação de Gestão de Imóveis e Gerenciamento Ambiental - Imoveis","49"
"FHEMIG","FHEMIG/DPGF/GEIP/CGIGA/UASE","Coordenação de Gestão de Imóveis e Gerenciamento Ambiental - UASE","68"
"CODEMGE","CODEMGE/GECOP/CGEP","Coordenação de Gestão de Parcerias","5"
"FJP","FJP/GRH-CGP","Coordenação de Gestão de Pessoas","16"
"FHEMIG","FHEMIG/CHU/GGP/CGP","Coordenação de Gestão de Pessoas","1304"
"ESP","ESP/CGP","Coordenação de Gestão de Pessoas","78"
"FHEMIG","FHEMIG/HRJP/GAD/CGP","Coordenação de Gestão de Pessoas","34"
"FHEMIG","FHEMIG/HRJP/GAD/CGP/BENEFICIOS","Coordenação de Gestão de Pessoas - BENEFICIOS","45"
"FHEMIG","FHEMIG/HRJP/GAD/CGP/CARREIRA","Coordenação de Gestão de Pessoas - CARREIRA","253"
"FHEMIG","FHEMIG/HRJP/GAD/CGP/CONTRAT","Coordenação de Gestão de Pessoas - CONTRATAÇÃO","67"
"FHEMIG","FHEMIG/HRJP/GAD/CGP/PAGAMENTO","Coordenação de Gestão de Pessoas - FOLHA DE PAGAMENTO","441"
"FHEMIG","FHEMIG/HRJP/GAD/CGP/PAGAMENTO2","Coordenação de Gestão de Pessoas - PAGAMENTO2","151"
"FHEMIG","FHEMIG/HRJP/GAD/CGP/SAPT","Coordenação de Gestão de Pessoas - SAPT","69"
"ESP","ESP/CGP-ARQ","Coordenação de Gestão de Pessoas - Unidade de Arquivo","23"
"ESP","ESP/CGP-DOC","Coordenação de Gestão de Pessoas - Unidade de Gestão de Contratos de Docentes","9"
"PCMG","PCMG/1DRPC/UBERLÂNDIA/GESP/COO","Coordenação de Gestão de Pessoas/1DRPC/UBERLÂNDIA/9DepPC/PCMG","46"
"CODEMGE","CODEMGE/GERCO/COGEP","Coordenação de Gestão e Promoção Institucional","70"
"SES","SES/SUBASS-SRA-DRAUE-CGPFICAP","Coordenação de Gestão Processual e Financeira dos Instrumentos Contratuais/Gerenciais do Atendimento Pré-Hospitalar","55"
"SES","SES/URSCFA-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas -  URSCFA","160"
"SES","SES/URSPAS-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas  - URSPAS","609"
"SES","SES/URSALF-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSALF","504"
"SES","SES/URSBH-CGFPC","Coordenação de Gestão, finanças e Prestação de Contas - URSBH","340"
"SES","SES/URSDIA-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSDIA","247"
"SES","SES/URSDIV-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSDIV","134"
"SES","SES/URSGVA-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSGVA","324"
"SES","SES/URSITA-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSITA","138"
"SES","SES/URSITU-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSITU","539"
"SES","SES/URSJAN-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSJAN","332"
"SES","SES/URSJFO-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSJFO","56"
"SES","SES/URSLPD-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSLPD","301"
"SES","SES/URSMAN-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSMAN","114"
"SES","SES/URSMOC-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSMOC","204"
"SES","SES/URSPAT-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSPAT","382"
"SES","SES/URSPIR-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSPIR","223"
"SES","SES/URSPNO-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSPNO","736"
"SES","SES/URSPOU-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSPOU","333"
"SES","SES/URSSET-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSSET","377"
"SES","SES/URSSJD-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSSJD","122"
"SES","SES/URSTOF-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSTOF","98"
"SES","SES/URSUBA-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSUBA","421"
"SES","SES/URSUDI-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSUDI","21"
"SES","SES/URSUNA-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSUNA","36"
"SES","SES/URSURA-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSURA","340"
"SES","SES/URSVAR-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas - URSVAR","256"
"SES","SES/URSBRB-CGFPC","Coordenação de Gestão, Finanças e Prestação de Contas URSBRB","63"
"FJP","FJP/DIREI-CHS","Coordenação de Habitação e Saneamento","8"
"SES","SES/SUBVS-SVE-DVCC-CH","Coordenação de Hanseníase","140"
"SES","SES/SUBVS-SVE-DVCC-CHT-FEC","Coordenação de Hanseniase e Tuberculose - FEC","14"
"FHEMIG","FHEMIG/DIRASS/GADT/CODIH/HEMO","Coordenação de Hemoterapia","25"
"FHEMIG","FHEMIG/CHU/GSI/CHOT","Coordenação de Hotelaria","390"
"FHEMIG","FHEMIG/HRJP/GAD/CH","Coordenação de Hotelaria","197"
"FHEMIG","FHEMIG/DIRASS/GADT/CODIH","Coordenação de Imagem e Hemoterapia","12"
"FJP","FJP/DIREI-CIS","Coordenação de Indicadores Socioeconômicos","19"
"SES","SES/SUBVS-SVE-DVCC-CISTAHV","Coordenação de Infecções Sexuais Transmissíveis, AIDS e Hepatites Virais","150"
"FJP","FJP/DIREI-CIT","Coordenação de Informações Territoriais","27"
"SEPLAG","SEPLAG/CICC/CASSAÇÃO","Coordenação de Infrações e Controle do Condutor/CICC","6"
"FHEMIG","FHEMIG/HRJP/GAD/CI/MANUTENÇÃO","Coordenação de Infraestrutura - Manutenção","334"
"FHEMIG","FHEMIG/HRJP/GAD/CI/TRANSPORTE","Coordenação de Infraestrutura - Transporte","124"
"SES","SES/GAB-ATI-NISTI-CIS","Coordenação de Infraestrutura e Suporte","23"
"SES","SES/SUBRAS-SPAH-DEHUE-CIH","Coordenação de Infraestrutura Hospitalar e Urgência e Emergência","1"
"FHEMIG","FHEMIG/DPGF/GEIP/CIP-IN","Coordenação de Infraestrutura Predial das Unidades Assistenciais do Interior","56"
"FHEMIG","FHEMIG/DPGF/GEIP/CIP-BH","Coordenação de Infraestrutura Predial de Belo Horizonte","68"
"SES","SES/SUBGF-SPF-DPC-CIE","Coordenação de Instrumentos de Entrada","125"
"SES","SES/SUBGF-SPF-DPC-CIS","Coordenação de Instrumentos de Saída","186"
"SEJUSP","SEJUSP/CINT","Coordenação de Integridade e Transparência","15"
"CODEMGE","CODEMGE/GICOR/CIGEP","Coordenação de Integridade, Gestão de Riscos e Privacidade de Dados","127"
"SEJUSP","SEJUSP/COI_AGCI","Coordenação de Inteligência","194"
"SES","SES/SUBRAS-SPAH-CIEPH","Coordenação de Inteligência e Estudos da Política Hospitalar","54"
"SES","SES/SUBASS-SAF-CIAF","Coordenação de Inteligência em Assistência Farmacêutica","106"
"FHEMIG","FHEMIG/DIRASS/GADT/CLAC","Coordenação de Laboratório","42"
"UNIMONTES","UNIMONTES/CCBS/LABORATORIOS","Coordenação de Laboratórios","59"
"UNIMONTES","UNIMONTES/CCH/LETRASINGLES","Coordenação de Letras Inglês","371"
"SES","SES/SUBGF-SILC-DC-CL","Coordenação de Licitação","13"
"FCS","FCS/CLIMP","Coordenação de Limpeza","1"
"FHEMIG","FHEMIG/CHU/GELOF/CLOG","Coordenação de Logistica","303"
"ESP","ESP/CLM","Coordenação de Logística e Manutenção","165"
"FJP","FJP/CLog","Coordenação de Logística.","194"
"FCS","FCS/GLM/Manutenção","Coordenação de Manutenção","39"
"CODEMGE","CODEMGE/GEREN/MANUTENÇÃO","Coordenação de Manutenção","3"
"FHEMIG","FHEMIG/CHU/GSI/CMPR","Coordenação de Manutenção Predial","1264"
"UEMG","UEMG/FRUTAL/PROFNIT","Coordenação de Mestrado PROFNIT UEMG Frutal","82"
"CODEMGE","CODEMGE/GERAD/COINFRA/PAT MOBI","Coordenação de Mobiliário","73"
"FHEMIG","FHEMIG/DPAR/GMP/CMAC","Coordenação de Monitoramento administrativo e Contábil - CMAC","12"
"FHEMIG","FHEMIG/DPAR/GMP/CMA","Coordenação de Monitoramento Assistencial - CMA","4"
"SES","SES/SUBR-SIR-DMPS-CMI","Coordenação de Monitoramento de Indicadores","11"
"SES","SES/SUBGF-SILC-DIFE-CMOB","Coordenação de Monitoramento de Obras DIFE","59"
"SES","SES/SUBGF-SPF-DCR-CMFOR","Coordenação de Monitoramento Financeiro e Orçamentário de Resoluções","5"
"SES","SES/SUBR-SIR-DMPS-CMOF","Coordenação de Monitoramento Orçamentário e Financeiro","57"
"UNIMONTES","UNIMONTES/CCSA/MONOGRAFIA","Coordenação de Monografia","132"
"UNIMONTES","UNIMONTES/CCSA/ECONOMICAS/MONO","Coordenação de Monografia do Curso de Ciências Econômicas","30"
"UNIMONTES","UNIMONTES/CCSA/DIREITO/MONOGRA","Coordenação de Monografia do curso de Direito","71"
"FCS","FCS/CMUS","Coordenação de Música","9"
"SES","SES/SUBASS-SAF-DPAF-CNFAF","Coordenação de Normalização e Fortalecimento da Assistência Farmacêutica","13"
"CEE","CEE/CNL","Coordenação de Normas e Legislação","39"
"FHEMIG","FHEMIG/DIRASS/GADT/CNC","Coordenação de Nutrição Clínica","6"
"CODEMGE","CODEMGE/GEREN/OBRAS","Coordenação de Obras","7"
"TVMINAS","TVMINAS/OPERAÇÕES","Coordenação de Operações","7"
"TVMINAS","TVMINAS/OPERAÇÕES-EQUIPE","Coordenação de Operações - Equipe","7"
"SEJUSP","SEJUSP/COARP","Coordenação de Operações com Aeronaves Remotamente Pilotadas","89"
"PCMG","PCMG/2DRPC/NOVA LIMA/COP","Coordenação de Operações Policiais/2DRPC/NOVA LIMA/3DepPC/PCMG","3"
"SES","SES/SUBGF-SILC-DC-COA-CP","Coordenação de Orçamentacão e Avaliacão - Compras Públicas","7"
"SES","SES/SUBGF-SILC-DC-COA-DJ","Coordenação de Orçamentacão e Avaliacão - Depósitos Judiciais","520"
"ESP","ESP/COF","Coordenação de Orçamento e Finanças","12"
"ESP","ESP/COF-FIN","Coordenação de Orçamento e Finanças - Unidade Financeira","15"
"SES","SES/SUBGF-SGDP-DRH-CPP","Coordenação de Pagamento de Pessoal","478"
"SES","SES/SUBGF-SGDP-DRH-CPP-INGRESS","Coordenação de Pagamento de Pessoal - Ingresso","47"
"SES","SES/SUBGF-SGDP-DRH-CPP-JURÍDIC","Coordenação de Pagamento de Pessoal - Jurídico","31"
"SEDESE","SEDESE/SUBPG-SGFRH-DRH-CPAG","Coordenação de Pagamentos","882"
"FHEMIG","FHEMIG/DPAR/GIP/CPPP","Coordenação de Parceria Público-Privada","2"
"SES","SES/SUBGF-SILC-DLP-CPAT","Coordenação de Patrimônio","108"
"FHEMIG","FHEMIG/CHU/GSI/COORDPAT","Coordenação de Patrimônio","95"
"FCS","FCS/GLM/Patrimônio","Coordenação de Patrimônio","63"
"SES","SES/SUBGF-SILC-DLP-CPAT-DB","Coordenação de Patrimônio - Desfazimento de Bens","10"
"UEMG","UEMG/POÇOS/COORDPED","Coordenação de Pedagogia UEMG Poços de Caldas","1"
